"","logFC","logCPM","F","PValue","FDR","gene"
"MOB3C",0.859540819053746,5.47926191771857,7.15223013889816,0.0145856766836466,0.22327599013441,"MOB3C"
"SGK1",-0.953256556417426,9.87250026206829,7.14657899403943,0.0146017626486225,0.22327599013441,"SGK1"
"SASS6",-1.08548863058647,3.69798654539706,7.15543382256846,0.0146543356291262,0.22327599013441,"SASS6"
"SSR4",-0.870849692762495,5.5110813651604,7.13209588458921,0.0147035408137294,0.22327599013441,"SSR4"
"SLC16A3",0.892496110761237,4.71578277885176,7.12753150530165,0.01477313759233,0.223365548302965,"SLC16A3"
"CCNG1",1.0408428679838,4.77538208565716,7.11808428330928,0.0148305038846142,0.223365548302965,"CCNG1"
"F12",1.52849219054044,1.91932947389689,6.56952726769874,0.0151209005705523,0.226098967254813,"F12"
"AIRN",-1.29838122426633,2.43769298336271,6.80135719258484,0.0151715315407988,0.226098967254813,"AIRN"
"SS18L2",-0.693408387945425,7.05482059893717,7.04432872644704,0.0152268799612258,0.226098967254813,"SS18L2"
"TPT1",-0.604662671159384,8.70404496135597,7.03169624771269,0.0153048610641527,0.226098967254813,"TPT1"
"OGFRL1",-0.820585591697624,9.06806276025461,7.02953996928479,0.0153183582150957,0.226098967254813,"OGFRL1"
"RPS7",-0.801390117362801,5.48055074210688,6.99062478483653,0.0155808471232294,0.228323780149177,"RPS7"
"FEM1C",0.772604003693613,6.70790039760983,6.98670689856656,0.0155928435223828,0.228323780149177,"FEM1C"
"RBM15",-1.10563622855435,4.27665734203617,6.98143745824101,0.0157239650940031,0.229333720145737,"RBM15"
"UQCR10",-0.758315761144239,8.93408559601406,6.93744849357655,0.0159098579340192,0.231131400695004,"UQCR10"
"RNA5SP383",-1.23402075778345,2.12512795197878,6.51765600171544,0.0161861026516866,0.233277094049867,"RNA5SP383"
"DDX52",-1.08985730773236,5.22182601051829,6.89539953140789,0.0162175168175989,0.233277094049867,"DDX52"
"ARRDC3",0.749796566466375,10.6842698886463,6.8866014869589,0.0162472122414135,0.233277094049867,"ARRDC3"
"HLA-DMA",-1.2019561524609,6.23671909783554,6.84895298626859,0.0165088268190445,0.234986107809712,"HLA-DMA"
"THAP2",-1.04221298524091,3.04994265130136,6.78804197775568,0.0167146450097402,0.234986107809712,"THAP2"
"POP5",-1.30265909877772,2.52627386962423,6.61612614600381,0.0167214506736804,0.234986107809712,"POP5"
"EIF4ENIF1",-0.973156421680491,3.96556426720621,6.81952707419853,0.0168320649360101,0.234986107809712,"EIF4ENIF1"
"RPL27",-0.679064951310756,6.4779467056467,6.80134247719505,0.016834627616151,0.234986107809712,"RPL27"
"FLOT2",0.94120449494637,9.26414681018979,6.79750901339414,0.0168582339909219,0.234986107809712,"FLOT2"
"RP11-405M12.3",-1.31017762323468,2.02697938190495,6.37704370750635,0.0168740438252434,0.234986107809712,"RP11-405M12.3"
"ARID4B",-0.392041702451828,9.76778120608969,6.79499805665642,0.0168756960893153,0.234986107809712,"ARID4B"
"CLEC6A",1.73448365836582,1.98212085194438,6.29997887040024,0.0172673425199609,0.236153947611285,"CLEC6A"
"LYRM2",-0.930810092901378,4.44167636048649,6.74887749647189,0.0172871138121496,0.236153947611285,"LYRM2"
"NDUFA6",-0.829479981729468,6.53292018182367,6.73194073007058,0.0173274338008287,0.236153947611285,"NDUFA6"
"H2AFV",-0.615864479867865,7.03202873128483,6.72896053102042,0.0173469909367227,0.236153947611285,"H2AFV"
"VPS53",-0.646604692600498,5.31491953494212,6.72793170684431,0.0173730783198094,0.236153947611285,"VPS53"
"RGL2",-0.594993251566423,7.72408124843853,6.72207250440428,0.0173961444727578,0.236153947611285,"RGL2"
"NCKAP1L",0.690047996467144,7.06822838530832,6.7159149570635,0.0174418736506315,0.236153947611285,"NCKAP1L"
"TMLHE",-0.543126119680319,7.27981839147534,6.71175691033314,0.0174715522216479,0.236153947611285,"TMLHE"
"TRPV2",1.53238860959859,4.13329089155683,6.70469001128842,0.0176064510589185,0.236383573932639,"TRPV2"
"RFTN2",-1.49437892279113,2.06934798370572,6.28489813383181,0.017633302826888,0.236383573932639,"RFTN2"
"AC116366.6",-0.692564121412915,5.11531784818714,6.68095329276332,0.0177249936338334,0.236383573932639,"AC116366.6"
"PRORSD1P",-1.33123675009584,3.11530865193833,6.63040652561893,0.0177677218891023,0.236383573932639,"PRORSD1P"
"GALC",0.720418224880214,6.33561645450339,6.65722910099608,0.0178775174431076,0.236383573932639,"GALC"
"ENSA",0.532865417888855,6.50869512013357,6.65033629322083,0.0179277343700576,0.236383573932639,"ENSA"
"POU2F2",-0.920079861052014,3.58667190323745,6.65252426517222,0.0180318200491947,0.236383573932639,"POU2F2"
"ANAPC11",-0.724019656435455,7.10771066747482,6.63603694372546,0.0180333539734881,0.236383573932639,"ANAPC11"
"NHS",-0.81174729302943,4.0897701816681,6.64792337436342,0.0180650861379415,0.236383573932639,"NHS"
"CTC-463A16.1",-1.62653383490755,2.30709441204898,6.29159669685419,0.018219208250275,0.237557874358709,"CTC-463A16.1"
"CASP8AP2",-0.739252572991573,4.95658599254348,6.56508365842846,0.0186149223015326,0.240218038278843,"CASP8AP2"
"RPL36AL",-0.713519231260959,10.0459965792858,6.54871301963209,0.0187049572529411,0.240218038278843,"RPL36AL"
"CTA-29F11.1",-1.18550375674018,4.06846685111659,6.56221173140781,0.0187223831955296,0.240218038278843,"CTA-29F11.1"
"SIVA1",-0.704089336288996,6.38887407964986,6.54698092533921,0.0187226751503138,0.240218038278843,"SIVA1"
"LIMD2",0.872968655500486,8.79028402688379,6.54318084540007,0.0187487249388365,0.240218038278843,"LIMD2"
"GAPDHP42",-1.50526092402587,2.57619246501952,6.29757526859195,0.0191508968217639,0.244316859821174,"GAPDHP42"
"RP13-104F24.2",-0.90072327793097,3.54934349250208,6.50186512188477,0.0192010540238863,0.244316859821174,"RP13-104F24.2"
"RAC2",0.452262912202625,10.8028260477659,6.44308954055727,0.0195568138899276,0.245201955336537,"RAC2"
"NEMF",-0.636360815232936,7.78243734819985,6.44235815177295,0.0195634762216234,0.245201955336537,"NEMF"
"RPS24",-0.733625444473157,5.62824816454636,6.44088527651323,0.0195884949942257,0.245201955336537,"RPS24"
"TPGS2",0.778845948880875,4.77022398080825,6.42965329418008,0.0197259049509562,0.245201955336537,"TPGS2"
"HVCN1",-0.634425823347589,8.1935320805607,6.41155510643336,0.0198199091936929,0.245201955336537,"HVCN1"
"VDAC2",-0.550212178764396,7.11061668558103,6.3960900849151,0.0199511616937796,0.245201955336537,"VDAC2"
"MICU1",0.519883866159375,7.31170178518003,6.38146064451951,0.0200750758133174,0.245201955336537,"MICU1"
"DACH1",1.45367831153206,2.86398307749799,6.23602230467719,0.0202919217576734,0.245201955336537,"DACH1"
"PIP4K2A",0.994028942132587,8.36092547382131,6.35375426426949,0.0203117253584584,0.245201955336537,"PIP4K2A"
"ZMIZ1",-0.77574348701119,7.3091240037015,6.34722323000231,0.020369051598053,0.245201955336537,"ZMIZ1"
"TRPM7",-1.12377391593799,3.59616331246549,6.35499359104112,0.0203955831782923,0.245201955336537,"TRPM7"
"TSPYL1",0.756200627098043,7.935901378662,6.33928434386783,0.0204372903099746,0.245201955336537,"TSPYL1"
"KANSL1-AS1",-1.41279955315981,4.56104715982593,6.3490241440704,0.020448006328738,0.245201955336537,"KANSL1-AS1"
"LIG4",0.78731970809949,5.81966312966817,6.33470833335991,0.0204880620448325,0.245201955336537,"LIG4"
"RP11-421E14.2",-1.51237362236876,1.99887992513223,5.93623045033494,0.0205218002601531,0.245201955336537,"RP11-421E14.2"
"MGAT5",-0.984497866966321,4.554142396965,6.33835917191328,0.0205263188269108,0.245201955336537,"MGAT5"
"RP11-213H15.1",-1.3709028474226,4.16388697387406,6.34257975272767,0.0205287072489295,0.245201955336537,"RP11-213H15.1"
"CYSLTR1",-0.719389833751051,9.17228769141004,6.31623543144948,0.0206380384123447,0.245201955336537,"CYSLTR1"
"DPY30",-0.608707798812689,7.40505576035205,6.30743439524555,0.0207164601360575,0.245201955336537,"DPY30"
"PFAS",-1.05030602198734,3.61964387123385,6.31904285042632,0.0207300786150508,0.245201955336537,"PFAS"
"HIST1H4C",-1.0088006421467,5.88411150123401,6.30605869884315,0.0207385601780764,0.245201955336537,"HIST1H4C"
"CCL2",-1.73547251388565,2.26207528738176,5.96356652668832,0.0209324862090639,0.245201955336537,"CCL2"
"ESYT2",1.13043824858877,4.66377914601048,6.28880063143016,0.0209623789072903,0.245201955336537,"ESYT2"
"CYSTM1",0.591375842014136,10.3369631098495,6.27867346610545,0.0209709374396579,0.245201955336537,"CYSTM1"
"JMJD1C",-0.61486352150243,9.85944757150825,6.27020450133083,0.0210468335992176,0.245201955336537,"JMJD1C"
"LARP1",1.12223131853652,4.21895282259956,6.27893279689725,0.0210863752706081,0.245201955336537,"LARP1"
"MIR3939",-1.08914854468381,1.98864411691877,5.8937256174395,0.0211562050442525,0.245201955336537,"MIR3939"
"NR3C1",-0.388338405190714,9.12412757577124,6.2572608185303,0.0211634351276214,0.245201955336537,"NR3C1"
"ACTB",0.677055331721768,13.8641526579524,6.25347233396295,0.0211976758136464,0.245201955336537,"ACTB"
"ECHDC3",1.70807643040118,4.75843962895483,6.24588119673721,0.0213627084609689,0.246338731940548,"ECHDC3"
"CBX3P2",-0.991009319981055,3.47933858760737,6.2108864992222,0.021682815649183,0.248785948788684,"CBX3P2"
"ARNT",0.943766755361927,5.89057551795456,6.18415374130109,0.0218477000249655,0.248785948788684,"ARNT"
"S100Z",-0.863838902062567,4.9264081876122,6.18769558713455,0.0218487456209971,0.248785948788684,"S100Z"
"THOC1",-1.42594402276098,2.42248866730394,5.94965850134413,0.021978547264067,0.248785948788684,"THOC1"
"Metazoa_SRP",-1.66562128738546,3.36434079508249,6.13295486259954,0.0220220110446844,0.248785948788684,"Metazoa_SRP"
"CYP2D7",-1.08939199447522,2.33565416288432,5.95001522254424,0.0220295394273622,0.248785948788684,"CYP2D7"
"RP11-147L13.12",1.12878129010332,2.02530366497747,5.80975734305849,0.0220468848926558,0.248785948788684,"RP11-147L13.12"
"ZNF608",1.58548669890961,2.28731068830366,5.83119076751547,0.0223130488817875,0.251021799920109,"ZNF608"
"CFAP58",-0.734414171698712,4.48813302066434,6.12844830244402,0.0224481328097019,0.251308486755499,"CFAP58"
"H6PD",0.840395162708994,5.44648132167757,6.11930655335922,0.0224747427179714,0.251308486755499,"H6PD"
"AVIL",-0.869867279194929,5.82025539056966,6.10443307662421,0.0226077787553394,0.251866936753757,"AVIL"
"RP11-619I22.1",-0.921563452097368,3.85901005705258,6.11354881079828,0.0226611986455955,0.251866936753757,"RP11-619I22.1"
"LBR",0.623952115560296,11.4348243515918,6.08739969714382,0.0227626750306768,0.252235047637229,"LBR"
"THAP9-AS1",-0.850757382766801,5.15033779379057,6.07588453814546,0.0229088605630346,0.253088640112708,"THAP9-AS1"
"CASP2",0.874381712667031,6.20986846737041,6.06638462392357,0.0229768819614519,0.253088640112708,"CASP2"
"RP11-7F17.8",-1.24077943974283,4.19644850274207,6.05079170163884,0.0232539317126,0.254376400306961,"RP11-7F17.8"
"RP11-421F16.3",-1.25988446377571,2.05346281010295,5.7056333878354,0.0233212687682054,0.254376400306961,"RP11-421F16.3"
"ACAA2",0.928469883128082,3.06969936726968,5.99782072566567,0.0233914134209178,0.254376400306961,"ACAA2"
"FNDC3A",0.814588972283183,5.82113954790376,6.02226302987426,0.0234241625014055,0.254376400306961,"FNDC3A"
"RP11-1094M14.11",-0.609239853249952,6.36475916142156,6.01815772237711,0.0234577360424085,0.254376400306961,"RP11-1094M14.11"
"RP11-64C12.3",-1.5673120380041,2.24760334799989,5.72160387549136,0.0235412407032389,0.254376400306961,"RP11-64C12.3"
"PSMG4",-0.891650597970927,3.56540344484051,6.01750114055801,0.0236005662751827,0.254376400306961,"PSMG4"
"HAUS1P1",-1.76007942634006,2.41403851335309,5.74675862941788,0.0236452859905929,0.254376400306961,"HAUS1P1"
"SSBP1",-0.679234865519115,5.59075230660831,5.97925009368794,0.02386675882839,0.255474556097231,"SSBP1"
"PPP1R3E",-1.12673743040595,3.80931561014828,5.98947981814736,0.0238858324806354,0.255474556097231,"PPP1R3E"
"IKBIP",-0.765510802589149,8.35611273492513,5.95802886350266,0.0240724819774641,0.256726758661394,"IKBIP"
"ACTA2",1.19129725395579,3.95545568304956,5.95584255304064,0.024213410994811,0.257485552077385,"ACTA2"
"CDA",0.608337646790662,10.4979823244507,5.9332246406275,0.024332724759591,0.258010788399111,"CDA"
"BTNL3",2.26719573687517,6.25223844131397,5.92335930292089,0.0244643498499561,0.258209618328548,"BTNL3"
"CNOT4",0.825797615234627,5.08860833085962,5.92207863640414,0.0244914272127349,0.258209618328548,"CNOT4"
"RP11-154D6.1",-0.873273293284252,2.35502833556416,5.71752209074391,0.0247952083131125,0.258617960916258,"RP11-154D6.1"
"TBCC",-0.421055969755214,9.79297656579369,5.8871913005652,0.0248248820345614,0.258617960916258,"TBCC"
"LOXHD1",1.2012743555495,3.03353667892001,5.8355423564735,0.0248484724619725,0.258617960916258,"LOXHD1"
"BAG6",-0.781506821132084,6.13265683078878,5.8828843061567,0.0248785134728359,0.258617960916258,"BAG6"
"HERC1",-0.526636778042236,7.02200271594109,5.88218789692703,0.0248805897358459,0.258617960916258,"HERC1"
"CTD-2302E22.4",-1.47411595149475,2.12746679163093,5.55833193624244,0.0251275159438255,0.259993019670692,"CTD-2302E22.4"
"RPL3",-0.64627517839978,6.23458006163332,5.85751543594917,0.0251537962120426,0.259993019670692,"RPL3"
"ADD3",0.643368600925188,8.9445949983438,5.83491018647051,0.025397663960409,0.261228282633304,"ADD3"
"RP11-47L3.1",1.39242104172484,1.78289468388114,5.46597038168181,0.0254148925380369,0.261228282633304,"RP11-47L3.1"
"RPP38",-0.86772492244937,3.9546149960181,5.83482364228833,0.0255565227700165,0.26195435839267,"RPP38"
"BTG2",-0.762745587960304,9.83560884313529,5.80036442619219,0.0257839957800123,0.262935931991465,"BTG2"
"CCNT1",-0.620689442887423,5.2131769864394,5.80186913633989,0.0257947987482142,0.262935931991465,"CCNT1"
"MXI1",-0.804560100708077,6.06756120912431,5.79136377813023,0.0258937983381339,0.263217950048799,"MXI1"
"RANBP9",-0.784591804213128,5.32947024315242,5.78175357200821,0.0260200527014566,0.263658114028599,"RANBP9"
"ZNF415P1",-1.06264812939492,2.62112807825563,5.66910923778427,0.0261135819580247,0.263658114028599,"ZNF415P1"
"ALOX12-AS1",-0.612326709594676,5.46486638678153,5.76968446774817,0.0261514552125927,0.263658114028599,"ALOX12-AS1"
"RERE",-0.549443717738291,7.64474964968125,5.71862721972559,0.0267259521425931,0.266930547181075,"RERE"
"JARID2",-0.677164521587848,7.15296401975759,5.71836862628285,0.0267297458545769,0.266930547181075,"JARID2"
"PTEN",0.900971307598613,10.4735063472406,5.71100682773325,0.0268148982277566,0.266930547181075,"PTEN"
"NIPAL3",-0.965711171007524,4.4341921059369,5.71040837445405,0.0269268243365362,0.266930547181075,"NIPAL3"
"HIST1H2AI",1.47640624815856,1.93080056867382,5.36147645392308,0.0269654699892681,0.266930547181075,"HIST1H2AI"
"ARHGEF6",0.669643496551521,7.06613336558163,5.696242308862,0.0269916417198887,0.266930547181075,"ARHGEF6"
"NCF4",0.442572920388534,11.6065020572747,5.69006779578721,0.0270631350479021,0.266930547181075,"NCF4"
"ACTBP8",-1.68307695212984,3.85539885331961,5.68206451059784,0.0271994316439655,0.266930547181075,"ACTBP8"
"RP11-481C4.2",-1.40652228413986,2.95486133368471,5.61272975165712,0.0272594739485364,0.266930547181075,"RP11-481C4.2"
"RP1-56K13.2",-0.742671221388177,3.65719888015144,5.68642895010352,0.0272859946107099,0.266930547181075,"RP1-56K13.2"
"PMPCB",-0.498948177503773,6.59770859549746,5.66616982387421,0.0273528144477659,0.266930547181075,"PMPCB"
"MRPL36",-0.94350881862491,3.89909220803911,5.67485682573235,0.0274090531352859,0.266930547181075,"MRPL36"
"FDPS",-0.562253395874045,6.61424377137176,5.65864681159307,0.0274437041221896,0.266930547181075,"FDPS"
"PARP8",-0.391161122300768,9.36820208878091,5.65466512577346,0.0274887826365334,0.266930547181075,"PARP8"
"SNRPD1",-1.10602948291803,2.83666615308732,5.57028118363238,0.0278253153269992,0.268860059331108,"SNRPD1"
"HSP90AB1",-0.843165421362459,5.97534212338731,5.62725509972876,0.0278332093941689,0.268860059331108,"HSP90AB1"
"SLC35A4",1.10871138262601,5.37279292480742,5.60825787302055,0.0280923202005223,0.270147557073877,"SLC35A4"
"RP11-85K15.3",-1.02714483777366,2.57366063148842,5.49774705680282,0.028112916508501,0.270147557073877,"RP11-85K15.3"
"ISCU",-0.664399907592833,10.6516288758268,5.59712902064999,0.0281967107243474,0.270248993695693,"ISCU"
"MIR142",-1.13571434992912,3.68595548149904,5.59976612182802,0.0282944585036747,0.270483295022176,"MIR142"
"FANCM",-1.70189563531311,2.28966494051074,5.29529871305235,0.0288751283200674,0.274325520236062,"FANCM"
"HOXA2",-1.1495052697233,1.92928009315111,5.21896551973596,0.0290052320633191,0.274325520236062,"HOXA2"
"PAIP2",-0.559329106573575,11.1474575083465,5.52871140444908,0.0290654653324642,0.274325520236062,"PAIP2"
"NAA38",-0.524992858090182,6.77782645372617,5.52805253995762,0.0290765372282256,0.274325520236062,"NAA38"
"HMGN3",-1.38048756812657,2.73560870401391,5.42386881216252,0.0291785774225595,0.274325520236062,"HMGN3"
"RP11-13A1.1",-1.77909582378513,2.08323409721216,5.21548026985938,0.0292363740165749,0.274325520236062,"RP11-13A1.1"
"CBX1",-0.77142858919246,6.01031704322098,5.51185777661881,0.02929312281373,0.274325520236062,"CBX1"
"NAA16",1.08319876756134,3.70120465653835,5.51751004826334,0.0293111782758407,0.274325520236062,"NAA16"
"RSPH3",-0.643287771357142,5.62191193755882,5.50680426792812,0.0293654689683589,0.274325520236062,"RSPH3"
"GLRX3",-0.682876577434927,4.15089905358841,5.50541348131338,0.0295098302915449,0.274492268788989,"GLRX3"
"SMUG1",-0.466377091371127,6.50953164730667,5.49221856178156,0.0295450214548384,0.274492268788989,"SMUG1"
"LINC01277",-1.23221045278372,3.16100824619152,5.4678957070381,0.0296064831918747,0.274492268788989,"LINC01277"
"SAR1A",0.575684581363039,8.26994384799302,5.47420870838254,0.0297796473396833,0.274719227653633,"SAR1A"
"PRPF39",-0.89556397770782,3.59572448984729,5.48627616267831,0.0297798620762746,0.274719227653633,"PRPF39"
"MYSM1",-0.700273643808426,5.45142063379365,5.46496517575156,0.0299231728190782,0.275259294344427,"MYSM1"
"AC006547.13",-0.832056995648137,3.51546897922245,5.47020773065132,0.0299875979204498,0.275259294344427,"AC006547.13"
"NDUFB2",-0.949925514432708,4.1082289774098,5.44781007752332,0.0302844681109471,0.27729450950222,"NDUFB2"
"RNU6-238P",-1.26665337039093,1.77407300377559,5.07342498682168,0.0306148424027283,0.279625664519969,"RNU6-238P"
"RPAIN",-1.05133189588594,3.77110939775383,5.41031306887015,0.0308025725836639,0.280631037948139,"RPAIN"
"ZC3HAV1",0.653086695696409,8.80501396872841,5.3878168831935,0.030951659715787,0.280631037948139,"ZC3HAV1"
"EVI2A",-0.407602961012535,9.56504532115378,5.38770029784732,0.0309530711232771,0.280631037948139,"EVI2A"
"CAPN1",1.01918632596737,5.20490342344773,5.38203441786261,0.0310747386782344,0.281043592457561,"CAPN1"
"RING1",-1.16133149325456,2.33337837003304,5.1880176066037,0.0312908812038171,0.282306483232482,"RING1"
"DEF6",0.677300589048854,7.1845344260406,5.34880964102659,0.0314994721545104,0.283437384369604,"DEF6"
"GNS",0.695175777328139,8.60779606960454,5.34373755450836,0.0315698550070209,0.283437384369604,"GNS"
"EPB41",-0.523734429969226,7.37305325691263,5.32724650048712,0.0318056072011558,0.284860899447245,"EPB41"
"LTF",2.35610150769706,3.69031589872478,5.24378892513642,0.0322344155644253,0.286971935051366,"LTF"
"DMXL2",-0.515314610512155,7.24732494335005,5.29317883335973,0.0322973029661715,0.286971935051366,"DMXL2"
"TCTN1",-1.12272582974478,4.51903107648747,5.2971495909504,0.0323474019000411,0.286971935051366,"TCTN1"
"RP1-111B22.3",-1.06660909875522,1.88557578991269,4.98674088694322,0.0324120590057085,0.286971935051366,"RP1-111B22.3"
